"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","25 May 2023","18268.90","18338.10","18202.40","18321.15"
"NIFTY 50","24 May 2023","18294.80","18392.60","18262.95","18285.40"
"NIFTY 50","23 May 2023","18362.90","18419.75","18324.20","18348.00"
"NIFTY 50","22 May 2023","18201.10","18335.25","18178.85","18314.40"
"NIFTY 50","19 May 2023","18186.15","18218.10","18060.40","18203.40"
"NIFTY 50","18 May 2023","18287.50","18297.20","18104.85","18129.95"
"NIFTY 50","17 May 2023","18300.45","18309.00","18115.35","18181.75"
"NIFTY 50","16 May 2023","18432.35","18432.35","18264.35","18286.50"
"NIFTY 50","15 May 2023","18339.30","18458.90","18287.90","18398.85"
"NIFTY 50","12 May 2023","18273.75","18342.75","18194.55","18314.80"
"NIFTY 50","11 May 2023","18357.80","18389.70","18270.40","18297.00"
"NIFTY 50","10 May 2023","18313.60","18326.75","18211.95","18315.10"
"NIFTY 50","09 May 2023","18303.40","18344.20","18229.65","18265.95"
"NIFTY 50","08 May 2023","18120.60","18286.95","18100.30","18264.40"
"NIFTY 50","05 May 2023","18117.30","18216.95","18055.45","18069.00"
"NIFTY 50","04 May 2023","18081.00","18267.45","18066.70","18255.80"
"NIFTY 50","03 May 2023","18113.80","18116.35","18042.40","18089.85"
"NIFTY 50","02 May 2023","18124.80","18180.25","18101.75","18147.65"
"NIFTY 50","28 Apr 2023","17950.40","18089.15","17885.30","18065.00"
"NIFTY 50","27 Apr 2023","17813.10","17931.60","17797.90","17915.05"
"NIFTY 50","26 Apr 2023","17767.30","17827.75","17711.20","17813.60"
"NIFTY 50","25 Apr 2023","17761.55","17807.45","17716.85","17769.25"
"NIFTY 50","24 Apr 2023","17707.55","17754.50","17612.50","17743.40"
"NIFTY 50","21 Apr 2023","17639.75","17663.20","17553.95","17624.05"
"NIFTY 50","20 Apr 2023","17638.60","17684.45","17584.35","17624.45"
"NIFTY 50","19 Apr 2023","17653.35","17666.15","17579.85","17618.75"
"NIFTY 50","18 Apr 2023","17766.60","17766.60","17610.20","17660.15"
"NIFTY 50","17 Apr 2023","17863.00","17863.00","17574.05","17706.85"
"NIFTY 50","13 Apr 2023","17807.30","17842.15","17729.65","17828.00"
"NIFTY 50","12 Apr 2023","17759.55","17825.75","17717.25","17812.40"
"NIFTY 50","11 Apr 2023","17704.80","17748.75","17655.15","17722.30"
"NIFTY 50","10 Apr 2023","17634.90","17694.10","17597.95","17624.05"
"NIFTY 50","06 Apr 2023","17533.85","17638.70","17502.85","17599.15"
"NIFTY 50","05 Apr 2023","17422.30","17570.55","17402.70","17557.05"
"NIFTY 50","03 Apr 2023","17427.95","17428.05","17312.75","17398.05"
"NIFTY 50","31 Mar 2023","17210.35","17381.60","17204.65","17359.75"
"NIFTY 50","29 Mar 2023","16977.30","17126.15","16940.60","17080.70"
"NIFTY 50","28 Mar 2023","17031.75","17061.75","16913.75","16951.70"
"NIFTY 50","27 Mar 2023","16984.30","17091.00","16918.55","16985.70"
"NIFTY 50","24 Mar 2023","17076.20","17109.45","16917.35","16945.05"
"NIFTY 50","23 Mar 2023","17097.40","17205.40","17045.30","17076.90"
"NIFTY 50","22 Mar 2023","17177.45","17207.25","17107.85","17151.90"
"NIFTY 50","21 Mar 2023","17060.40","17127.70","17016.00","17107.50"
"NIFTY 50","20 Mar 2023","17066.60","17066.60","16828.35","16988.40"
"NIFTY 50","17 Mar 2023","17111.80","17145.80","16958.15","17100.05"
"NIFTY 50","16 Mar 2023","16994.65","17062.45","16850.15","16985.60"
"NIFTY 50","15 Mar 2023","17166.45","17211.35","16938.90","16972.15"
"NIFTY 50","14 Mar 2023","17160.55","17224.65","16987.10","17043.30"
"NIFTY 50","13 Mar 2023","17421.90","17529.90","17113.45","17154.30"
"NIFTY 50","10 Mar 2023","17443.80","17451.50","17324.35","17412.90"
"NIFTY 50","09 Mar 2023","17772.05","17772.35","17573.60","17589.60"
"NIFTY 50","08 Mar 2023","17665.75","17766.50","17602.25","17754.40"
"NIFTY 50","06 Mar 2023","17680.35","17799.95","17671.95","17711.45"
"NIFTY 50","03 Mar 2023","17451.25","17644.75","17427.70","17594.35"
"NIFTY 50","02 Mar 2023","17421.50","17445.80","17306.00","17321.90"
"NIFTY 50","01 Mar 2023","17360.10","17467.75","17345.25","17450.90"
"NIFTY 50","28 Feb 2023","17383.25","17440.45","17255.20","17303.95"
"NIFTY 50","27 Feb 2023","17428.60","17451.60","17299.00","17392.70"
"NIFTY 50","24 Feb 2023","17591.35","17599.75","17421.80","17465.80"
"NIFTY 50","23 Feb 2023","17574.65","17620.05","17455.40","17511.25"
"NIFTY 50","22 Feb 2023","17755.35","17772.50","17529.45","17554.30"
"NIFTY 50","21 Feb 2023","17905.80","17924.90","17800.30","17826.70"
"NIFTY 50","20 Feb 2023","17965.55","18004.35","17818.40","17844.60"
"NIFTY 50","17 Feb 2023","17974.85","18034.25","17884.60","17944.20"
"NIFTY 50","16 Feb 2023","18094.75","18134.75","18000.65","18035.85"
"NIFTY 50","15 Feb 2023","17896.60","18034.10","17853.80","18015.85"
"NIFTY 50","14 Feb 2023","17840.35","17954.55","17800.05","17929.85"
"NIFTY 50","13 Feb 2023","17859.10","17880.70","17719.75","17770.90"
"NIFTY 50","10 Feb 2023","17847.55","17876.95","17801.00","17856.50"
"NIFTY 50","09 Feb 2023","17885.50","17916.90","17779.80","17893.45"
"NIFTY 50","08 Feb 2023","17750.30","17898.70","17744.15","17871.70"
"NIFTY 50","07 Feb 2023","17790.10","17811.15","17652.55","17721.50"
"NIFTY 50","06 Feb 2023","17818.55","17823.70","17698.35","17764.60"
"NIFTY 50","03 Feb 2023","17721.75","17870.30","17584.20","17854.05"
"NIFTY 50","02 Feb 2023","17517.10","17653.90","17445.95","17610.40"
"NIFTY 50","01 Feb 2023","17811.60","17972.20","17353.40","17616.30"
"NIFTY 50","31 Jan 2023","17731.45","17735.70","17537.55","17662.15"
"NIFTY 50","30 Jan 2023","17541.95","17709.15","17405.55","17648.95"
"NIFTY 50","27 Jan 2023","17877.20","17884.75","17493.55","17604.35"
"NIFTY 50","25 Jan 2023","18093.35","18100.60","17846.15","17891.95"
"NIFTY 50","24 Jan 2023","18183.95","18201.25","18078.65","18118.30"
"NIFTY 50","23 Jan 2023","18118.45","18162.60","18063.45","18118.55"
"NIFTY 50","20 Jan 2023","18115.60","18145.45","18016.20","18027.65"
"NIFTY 50","19 Jan 2023","18119.80","18155.20","18063.75","18107.85"
"NIFTY 50","18 Jan 2023","18074.30","18183.75","18032.45","18165.35"
"NIFTY 50","17 Jan 2023","17922.80","18072.05","17886.95","18053.30"
"NIFTY 50","16 Jan 2023","18033.15","18049.65","17853.65","17894.85"
"NIFTY 50","13 Jan 2023","17867.50","17999.35","17774.25","17956.60"
"NIFTY 50","12 Jan 2023","17920.85","17945.80","17761.65","17858.20"
"NIFTY 50","11 Jan 2023","17924.25","17976.35","17824.35","17895.70"
"NIFTY 50","10 Jan 2023","18121.30","18127.60","17856.00","17914.15"
"NIFTY 50","09 Jan 2023","17952.55","18141.40","17936.15","18101.20"
"NIFTY 50","06 Jan 2023","18008.05","18047.40","17795.55","17859.45"
"NIFTY 50","05 Jan 2023","18101.95","18120.30","17892.60","17992.15"
"NIFTY 50","04 Jan 2023","18230.65","18243.00","18020.60","18042.95"
"NIFTY 50","03 Jan 2023","18163.20","18251.95","18149.80","18232.55"
"NIFTY 50","02 Jan 2023","18131.70","18215.15","18086.50","18197.45"
"NIFTY 50","30 Dec 2022","18259.10","18265.25","18080.30","18105.30"
"NIFTY 50","29 Dec 2022","18045.70","18229.70","17992.80","18191.00"
"NIFTY 50","28 Dec 2022","18084.75","18173.10","18068.35","18122.50"
"NIFTY 50","27 Dec 2022","18089.80","18149.25","17967.45","18132.30"
"NIFTY 50","26 Dec 2022","17830.40","18084.10","17774.25","18014.60"
"NIFTY 50","23 Dec 2022","17977.65","18050.45","17779.50","17806.80"
"NIFTY 50","22 Dec 2022","18288.80","18318.75","18068.60","18127.35"
"NIFTY 50","21 Dec 2022","18435.15","18473.35","18162.75","18199.10"
"NIFTY 50","20 Dec 2022","18340.30","18404.90","18202.65","18385.30"
"NIFTY 50","19 Dec 2022","18288.10","18431.65","18244.55","18420.45"
"NIFTY 50","16 Dec 2022","18319.10","18440.95","18255.15","18269.00"
"NIFTY 50","15 Dec 2022","18614.40","18652.90","18387.70","18414.90"
"NIFTY 50","14 Dec 2022","18671.25","18696.10","18632.90","18660.30"
"NIFTY 50","13 Dec 2022","18524.40","18617.25","18490.20","18608.00"
"NIFTY 50","12 Dec 2022","18402.15","18521.55","18345.70","18497.15"
"NIFTY 50","09 Dec 2022","18662.40","18664.70","18410.10","18496.60"
"NIFTY 50","08 Dec 2022","18570.85","18625.00","18536.95","18609.35"
"NIFTY 50","07 Dec 2022","18638.85","18668.30","18528.40","18560.50"
"NIFTY 50","06 Dec 2022","18600.65","18654.90","18577.90","18642.75"
"NIFTY 50","05 Dec 2022","18719.55","18728.60","18591.35","18701.05"
"NIFTY 50","02 Dec 2022","18752.40","18781.95","18639.20","18696.10"
"NIFTY 50","01 Dec 2022","18871.95","18887.60","18778.20","18812.50"
"NIFTY 50","30 Nov 2022","18625.70","18816.05","18616.55","18758.35"
"NIFTY 50","29 Nov 2022","18552.45","18678.10","18552.15","18618.05"
